fname,aff/tps/homo,t1(A11/H11),t2(A12/H12),t3(A13/H13),t4(A21/H21),t5(A22/H22),t6(A23/H23),t7(H31),t8(H32),t9(H33),t10,t11,t12,t13,t14,t15,t16,t17,t18
CityScape_extra/leftImg8bit/train_extra/freiburg/freiburg_000000_000157_leftImg8bit.png,2,0.5637382077,0.0605114972,2.4723969078,-0.385803449,1.0811211128,98.4211255226,-0.0008437486,0.0003533153,1,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/freiburg/freiburg_000000_000158_leftImg8bit.png,2,10.4553092647,-0.9688690314,-1368.0795924944,5.0404283271,6.919360236,-2023.9735765808,0.0112917152,0.0021606392,1,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/freiburg/freiburg_000000_000159_leftImg8bit.png,0,0.9151240587,-0.1073306277,-0.1395257264,0.0919129476,0.8951222897,0.2074349523,0,0,0,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/freiburg/freiburg_000000_000160_leftImg8bit.png,2,0.2153813762,-0.7341717487,283.9501330997,-0.0651874752,0.0073095517,111.4875851182,-0.0002239489,-0.0017593216,1,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/freiburg/freiburg_000000_000161_leftImg8bit.png,2,0.6442914896,-0.0133192111,-12.043118325,-0.2217082863,0.6559734278,84.7600313763,-0.0009486169,0.0001524999,1,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/freiburg/freiburg_000000_000162_leftImg8bit.png,2,1.1180076613,-0.116724682,24.2190539705,0.3812556253,0.8429255181,-135.2767331403,0.0005476214,-0.0008051661,1,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/freiburg/freiburg_000000_000163_leftImg8bit.png,2,0.0845248414,-0.1169310651,151.8780079759,-0.3259643698,0.325673622,154.8558078202,-0.001336618,-0.0001574855,1,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/freiburg/freiburg_000000_000164_leftImg8bit.png,2,0.4317424389,-0.7066224544,254.4262470782,0.0512075248,0.1665491611,33.1045534812,0.0002436995,-0.0018040206,1,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/freiburg/freiburg_000000_000165_leftImg8bit.png,2,0.6498508318,-0.8554747603,234.0300126131,0.2968300603,0.0146920879,18.3621055992,0.000511487,-0.0020326457,1,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/freiburg/freiburg_000000_000166_leftImg8bit.png,2,0.0739882571,-0.5451836892,289.3837330402,-0.1771225085,0.1778475497,114.678551798,-0.0007904336,-0.0009055482,1,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/freiburg/freiburg_000000_000167_leftImg8bit.png,2,1.2301908072,-0.7395460187,114.6698561429,0.2069470699,0.3389702878,20.0711610545,0.001032632,-0.001855059,1,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/freiburg/freiburg_000000_000168_leftImg8bit.png,2,1.4324833056,-0.2145299615,-136.0763163675,0.1360051479,0.6972762458,-29.616840718,0.0007519366,-0.0010620295,1,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/freiburg/freiburg_000000_000169_leftImg8bit.png,2,5.9756285184,-1.4556011725,-519.9499030994,2.9359457041,2.3152515895,-754.7107115276,0.0084111088,-0.0024811056,1,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/freiburg/freiburg_000000_000170_leftImg8bit.png,2,-12.6665994863,0.3932831226,2649.6070739386,-4.6132838949,-3.2791036652,1421.8227198862,-0.0174227372,0.0028197259,1,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/freiburg/freiburg_000000_000171_leftImg8bit.png,1,-0.8804475571,-0.9361017103,-1.1987365141,-0.3791211103,0.1091830701,0.4566500429,1.1202653703,1.0634412412,0.8957540469,-0.7975842441,0.2549576882,0.8799702494,-1.087148104,0.0005228816,1.1900351962,-0.7906842034,-0.3496044293,1.2091071186
CityScape_extra/leftImg8bit/train_extra/freiburg/freiburg_000000_000172_leftImg8bit.png,2,1.8332051819,0.4662523439,-273.455062516,-0.1582040575,1.6845894194,22.9558409388,0.0002622132,0.0017838856,1,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/freiburg/freiburg_000000_000173_leftImg8bit.png,2,3.1726886279,0.7475904891,-562.12612266,0.0162180786,3.4033133499,-314.7980294086,0.0017765431,0.0022066205,1,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/freiburg/freiburg_000000_000174_leftImg8bit.png,2,1.3030057645,0.2270164208,-83.0430969247,0.2405771481,1.2444174968,-88.5196243596,0.000295149,0.0004310933,1,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/freiburg/freiburg_000000_000175_leftImg8bit.png,2,2.4097624679,2.0858259706,-361.4783994018,-0.0856993067,5.1160342954,-629.849661462,0.0003715249,0.0055447632,1,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/freiburg/freiburg_000000_000176_leftImg8bit.png,2,0.3758479633,-0.4501004234,172.486189805,-0.208874272,0.2157147328,156.3773115523,-0.0003803321,-0.0012009037,1,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/freiburg/freiburg_000000_000177_leftImg8bit.png,2,1.0460364831,0.8911370949,-151.8108225697,0.3897773623,2.5316187401,-406.5537566281,-0.0002119873,0.0020035123,1,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/freiburg/freiburg_000000_000178_leftImg8bit.png,1,-0.7540199668,-0.7839394642,-0.8604464597,-0.1425270025,-0.074554991,0.0998557126,0.7913831643,0.903822461,1.0537417798,-1.2117807894,0.2544606752,1.1592613128,-0.7557764725,0.1326841091,1.208773867,-0.8177558598,0.1509421803,1.0414341461
CityScape_extra/leftImg8bit/train_extra/freiburg/freiburg_000000_000179_leftImg8bit.png,2,0.5455489567,-0.4195367081,231.4398030546,-0.0908391732,0.8135636848,39.3469344857,-3.48846461242087E-05,-0.0005738895,1,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/freiburg/freiburg_000000_000180_leftImg8bit.png,2,0.6234268618,-0.3452017039,165.3462914577,0.1689360067,0.4830950205,26.2824385161,7.78548341008074E-05,-0.0009032444,1,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/freiburg/freiburg_000000_000181_leftImg8bit.png,2,-21.5771192805,3.9753223797,3008.8833937795,-10.1950260102,-6.4715811261,3055.9715353335,-0.0335682493,0.0065918416,1,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/freiburg/freiburg_000000_000182_leftImg8bit.png,2,0.81070328,0.2019895399,55.9189263441,-0.2714731501,1.3055454984,44.3147751312,-0.0001811928,0.0004431702,1,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/freiburg/freiburg_000000_000183_leftImg8bit.png,1,-0.4855840841,-0.8809542035,-1.0576310971,-0.0868655995,0.0499548894,0.0828106796,0.9802183538,1.1734063923,1.1372365646,-1.1218158865,0.1283372108,0.8652746744,-1.0561871873,0.2538861498,0.9674849699,-0.856596619,-0.0980918642,1.1328629302
CityScape_extra/leftImg8bit/train_extra/freiburg/freiburg_000000_000184_leftImg8bit.png,1,-1.0656852512,-1.1419522626,-1.202620324,-0.1518822471,-0.1679553044,0.2586895909,0.9514434532,1.29955795,1.1330114431,-0.6481662871,0.0717476856,1.217979089,-0.7903806349,0.2929094095,1.0805468526,-1.2094826935,-0.1211244494,0.9767842759
CityScape_extra/leftImg8bit/train_extra/freiburg/freiburg_000000_000185_leftImg8bit.png,2,1.2076404425,-0.2676844791,42.2794606746,0.0373884344,0.5634164077,113.4574902973,0.0003538166,-0.0003590331,1,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/freiburg/freiburg_000000_000186_leftImg8bit.png,2,0.8219208519,-0.1905057862,2.3565372624,0.0099855339,0.4009343343,92.3094774884,0.0001734524,-0.001086188,1,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/freiburg/freiburg_000000_000187_leftImg8bit.png,2,2.3489139031,-0.6529976542,-73.1027305456,0.5381516018,1.587440697,-189.3916963756,0.0020936104,-0.0007078566,1,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/freiburg/freiburg_000000_000188_leftImg8bit.png,1,-0.9728629912,-1.0162445276,-1.2506658022,0.0508079036,-0.0847273806,-0.0249439115,1.111207786,1.4257907083,1.0129062308,-0.8760120469,0.223677488,0.8793755024,-0.5697366,0.3331187854,0.6608830466,-1.5301173397,-0.3120242234,1.2101487963
CityScape_extra/leftImg8bit/train_extra/freiburg/freiburg_000000_000189_leftImg8bit.png,2,5.096593674,0.1810461776,-939.0620437956,1.0936739659,3.024021908,-429.8927007299,0.0038321168,0.0006486536,1,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/freiburg/freiburg_000000_000190_leftImg8bit.png,2,0.8229210471,-0.1067349304,26.9562883925,-0.2282215469,0.8195583172,78.8677752819,-0.0001077919,-0.0003738338,1,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/freiburg/freiburg_000000_000191_leftImg8bit.png,2,1.0002046981,1.0835604099,-218.9832298983,-0.6416236537,2.579122214,22.65767904,-0.0011966773,0.0030058033,1,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/freiburg/freiburg_000000_000192_leftImg8bit.png,2,0.2440340724,0.6322147533,12.1864216345,-0.3320731476,0.9293928867,105.4543126012,-0.0011649409,0.00069344,1,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/freiburg/freiburg_000000_000193_leftImg8bit.png,1,-1.4051755151,-1.0334476119,-1.0558110558,0.0391439422,0.189827927,0.0571685916,0.6692679688,1.3358086068,0.8924036576,-1.1843659069,0.1386794209,1.1991464322,-0.7483158429,0.0849154916,0.9594988021,-0.8434242542,-0.0049348164,0.7727931095
CityScape_extra/leftImg8bit/train_extra/freiburg/freiburg_000000_000194_leftImg8bit.png,2,1.8740181174,1.0633682229,-302.833407413,0.059142735,3.1354802981,-397.3128336041,0.0002756679,0.0021635507,1,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/freiburg/freiburg_000000_000195_leftImg8bit.png,2,1.8048392823,0.3881963792,-146.136253232,0.476599251,2.396783459,-412.0633243988,0.000941964,0.0004420178,1,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/freiburg/freiburg_000000_000196_leftImg8bit.png,1,-1.1058068505,-1.0931002623,-0.8434474554,0.0408241776,-0.1068323072,0.4527055272,0.9178930412,1.1280901731,0.8818386159,-0.7810191557,0.1136076669,1.2832741428,-1.0349764009,0.110669491,0.9976764061,-1.176129687,0.2982548366,0.87732525
CityScape_extra/leftImg8bit/train_extra/freiburg/freiburg_000000_000197_leftImg8bit.png,1,-1.0617226635,-1.3144793128,-1.0044071027,-0.5759433623,0.0703229102,-0.2263517043,0.8563114612,0.9364444276,1.3116125476,-0.934761293,-0.0053635396,0.7698093448,-1.3903298555,0.4510972506,1.0584795891,-1.2882644991,-0.1379013898,0.8044740588
CityScape_extra/leftImg8bit/train_extra/freiburg/freiburg_000000_000198_leftImg8bit.png,2,0.359811481,-0.0980924843,154.6160781428,-0.3160432549,0.5959442397,148.9388369928,-0.0005202201,-0.0004626385,1,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/freiburg/freiburg_000000_000199_leftImg8bit.png,0,1.0254597664,0.0443427972,0.04832232,-0.0460604094,1.0202692747,-0.156294927,0,0,0,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/freiburg/freiburg_000000_000200_leftImg8bit.png,2,3.2585754078,-0.3912390589,-381.3139282148,0.4547523938,2.1903870254,-333.2872584151,0.0023803579,0.0001064736,1,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/freiburg/freiburg_000000_000201_leftImg8bit.png,1,-0.9918525191,-1.096370586,-1.067048464,0.0738078713,0.1159248056,0.0920235551,1.0555696825,1.2776164398,1.2634510456,-1.081658616,-0.1749652105,0.8550244828,-1.3580603389,0.0702502004,0.9447989338,-0.7827712901,0.0708571387,0.8709894621
CityScape_extra/leftImg8bit/train_extra/freiburg/freiburg_000000_000202_leftImg8bit.png,1,-0.9863388158,-1.0334853335,-0.8804242558,-0.1842697552,0.0321021054,-0.1592492392,0.7630417438,0.8694174753,1.0470626031,-0.8565623604,0.2813720828,1.1102642569,-0.9391569607,0.4586424033,0.8415649566,-0.9608139634,-0.0543627851,0.9683892843
CityScape_extra/leftImg8bit/train_extra/freiburg/freiburg_000000_000203_leftImg8bit.png,2,0.1212946432,-0.2955284326,232.4256391143,-0.2735722261,0.3161837258,145.848745732,-0.0009483342,-0.0004914477,1,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/freiburg/freiburg_000000_000204_leftImg8bit.png,2,0.466550783,0.67716332,-74.5978457038,-0.1030772494,1.2403636087,-81.3370086818,-0.0010312379,0.0008354072,1,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/freiburg/freiburg_000000_000205_leftImg8bit.png,2,-0.0656769648,0.0436481478,156.8831182757,-0.431727191,0.3590253395,208.0371266507,-0.001473127,0.000082829,1,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/freiburg/freiburg_000000_000206_leftImg8bit.png,0,1.1547635794,-0.0003841525,-0.131838128,0.0844394118,1.2158602476,-0.0771661028,0,0,0,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/freiburg/freiburg_000000_000207_leftImg8bit.png,2,0.2409624611,-0.4314329886,230.876687945,-0.1727368749,0.3178524054,119.066208364,-0.0004128219,-0.0011084598,1,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/freiburg/freiburg_000000_000208_leftImg8bit.png,2,1.4529030909,1.1537198424,-329.9995845106,-0.3169681641,3.0378727287,-240.8048861559,-0.0005441495,0.0028625492,1,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/freiburg/freiburg_000000_000209_leftImg8bit.png,2,1.4613723777,-0.0176108534,-34.1476608396,0.7635325396,1.3522486338,-285.0928231443,0.0008938015,0.00041675,1,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/freiburg/freiburg_000000_000210_leftImg8bit.png,0,0.9342434406,0.0919477418,0.0835753381,0.0600563809,1.0391662121,-0.245019272,0,0,0,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/freiburg/freiburg_000000_000211_leftImg8bit.png,2,2.9158750993,-0.6047302336,-57.5025261524,0.8776213451,2.7716641656,-431.4138851274,0.0029204513,0.0003745014,1,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/freiburg/freiburg_000000_000212_leftImg8bit.png,2,0.5601241075,-0.4709822066,159.934438414,-0.0149293342,0.7228892894,-25.8718191498,-0.0002880115,-0.0007569221,1,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/freiburg/freiburg_000000_000213_leftImg8bit.png,0,0.7710567713,-0.006903586,-0.1204397529,0.0963000506,1.0005338192,0.0041079991,0,0,0,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/freiburg/freiburg_000000_000214_leftImg8bit.png,2,0.0428157989,-0.3422350794,211.2157985419,-0.2915511674,0.1993158439,144.0645701962,-0.0010602491,-0.0007012979,1,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/freiburg/freiburg_000000_000215_leftImg8bit.png,2,1.4530024527,0.8793184203,-237.8974233038,0.2268874384,2.557296177,-365.2366627584,-0.0007415733,0.0028398128,1,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/freiburg/freiburg_000000_000216_leftImg8bit.png,1,-1.2001913937,-0.8435913851,-0.8149855698,0.2734373046,-0.2940142978,0.2958481334,1.0995540778,1.1421646548,0.7372886875,-1.0277566901,-0.2778468883,1.2212463453,-0.6731082391,0.2602062367,0.9737144549,-0.6973510475,-0.2020362117,0.8152379836
CityScape_extra/leftImg8bit/train_extra/freiburg/freiburg_000000_000217_leftImg8bit.png,2,1.0278114788,1.2274825679,-162.9609416277,-0.1882597673,2.158823846,-77.6724849813,-0.0005848754,0.0025789419,1,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/freiburg/freiburg_000000_000218_leftImg8bit.png,2,0.3639123884,-0.2238439807,169.7333000102,-0.233822106,0.7667752048,39.903111725,-0.0007357029,-0.000342717,1,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/freiburg/freiburg_000000_000219_leftImg8bit.png,0,1.1279480457,-0.0888169631,-0.1533502042,0.1905640066,0.9729606509,-0.1564629376,0,0,0,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/freiburg/freiburg_000000_000220_leftImg8bit.png,2,4.018487096,-0.0373764303,-661.1263806062,0.5536860705,2.4104039833,-301.4541311105,0.0038454404,-0.0001063178,1,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/freiburg/freiburg_000000_000221_leftImg8bit.png,2,-12.0560134349,1.314392093,2067.9717789522,-4.3762389468,-2.4248603913,1096.6522653805,-0.0163756906,0.0023335813,1,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/freiburg/freiburg_000000_000222_leftImg8bit.png,2,0.6769631111,-0.1724593103,114.5054744591,0.1378191929,0.4622134082,75.2633809075,0.0001699292,-0.0004997032,1,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/freiburg/freiburg_000000_000223_leftImg8bit.png,2,26.0475278918,11.9646879276,-6337.7153457531,1.0398510683,22.4768182297,-2015.7903378592,0.0192578413,0.027533286,1,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/freiburg/freiburg_000000_000224_leftImg8bit.png,2,0.69190662,-0.3450403122,73.9524152034,-0.0768747698,0.4114108079,57.8901911008,4.91659419097563E-05,-0.0011435489,1,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/freiburg/freiburg_000000_000225_leftImg8bit.png,2,1.0346108433,-0.4420739454,108.5722542316,0.3305739267,0.4971712812,1.5723214886,0.0009919478,-0.0015111348,1,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/freiburg/freiburg_000000_000226_leftImg8bit.png,2,1.1059177779,-0.4630182513,95.8388630039,0.0900908655,0.9053058925,-78.3543898095,0.001003916,-0.0014196256,1,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/freiburg/freiburg_000000_000227_leftImg8bit.png,2,1.6908683451,-0.2210438969,-152.2115220185,0.3061581545,0.5599052617,21.397045962,0.0015547461,-0.0014409445,1,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/freiburg/freiburg_000000_000228_leftImg8bit.png,2,1.396952158,-0.2069075105,-97.2541414125,0.0738425113,0.9367950443,-44.472051592,6.15187629674461E-05,-0.0002963622,1,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/freiburg/freiburg_000000_000229_leftImg8bit.png,2,0.6553732142,-0.2147808565,158.2328716354,-0.2348958321,0.939245323,57.0742545654,-0.000194804,-0.0004172316,1,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/freiburg/freiburg_000000_000230_leftImg8bit.png,2,38.3359986478,1.3953311491,-6164.2167095716,13.0688171204,26.3388329823,-6345.5651766907,0.0334789505,0.0324810828,1,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/freiburg/freiburg_000000_000231_leftImg8bit.png,1,-0.9959424357,-0.952270439,-1.1135275628,0.0665107693,0.0347120914,-0.1775043642,1.0767607508,1.0701233962,0.930005569,-0.8301971344,-0.0474149569,0.8184892452,-1.0071159059,0.0002753667,0.7574263239,-1.3125771677,-0.1626150236,1.1785303421
CityScape_extra/leftImg8bit/train_extra/freiburg/freiburg_000000_000232_leftImg8bit.png,1,-1.3082775082,-1.2715836411,-1.0756935176,-0.1483348038,-0.0683842251,0.0395375089,0.9194924872,0.9867785301,0.5263361913,-0.9302721183,-0.1665438486,0.8237443551,-1.4322328653,0.217920433,0.6738003074,-1.416710285,-0.1608867165,0.9498636433
CityScape_extra/leftImg8bit/train_extra/freiburg/freiburg_000000_000233_leftImg8bit.png,2,0.3913912206,-0.2060790545,123.0196250055,-0.0708594966,0.4721275303,45.6643608846,-0.0008040171,-0.0004146785,1,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/freiburg/freiburg_000000_000234_leftImg8bit.png,2,3.6896293033,-1.0183937898,-165.8452382801,1.9879287722,2.1033226448,-671.6410192705,0.0048292675,-0.001943612,1,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/freiburg/freiburg_000000_000235_leftImg8bit.png,1,-0.8293097291,-1.4236272845,-0.9058867757,-0.1416634529,-0.3210461339,-0.3496683046,1.0619583177,1.2405766106,0.7224680959,-0.8834340254,-0.0492348262,1.0068021779,-1.2460290061,0.2237735863,1.1585039374,-1.3490754423,-0.416065751,0.7767625984
CityScape_extra/leftImg8bit/train_extra/freiburg/freiburg_000000_000236_leftImg8bit.png,2,0.3332705711,0.1163544968,64.3562270797,-0.2681667816,0.7751498087,91.9228777178,-0.001061648,0.0002430831,1,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/freiburg/freiburg_000000_000237_leftImg8bit.png,2,2.0111846891,0.1799569301,-225.6242456507,-0.1031848273,1.5281881122,-34.0721493215,0.0009919143,0.0001417262,1,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/freiburg/freiburg_000000_000238_leftImg8bit.png,2,0.1426284247,0.2314471026,116.4880770695,-0.2350118591,0.7930379784,41.9133917016,-0.0012052844,0.000429758,1,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/freiburg/freiburg_000000_000239_leftImg8bit.png,2,-2.9301116098,-1.2276829459,734.4105945988,-1.5246467487,-2.7923877043,802.295574805,-0.0045042397,-0.0035112818,1,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/freiburg/freiburg_000000_000240_leftImg8bit.png,2,0.9080027763,-0.2134398292,3.8943840742,0.1554785636,0.6188018418,-30.2403569702,-0.0003061652,-0.0004849636,1,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/freiburg/freiburg_000000_000241_leftImg8bit.png,2,0.2554759968,-0.3926736868,233.5270697116,-0.4074236394,0.5576725155,182.2534666288,-0.0009031792,-0.0001753714,1,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/freiburg/freiburg_000000_000242_leftImg8bit.png,2,1.2296076306,0.2496764578,-66.9194840668,0.2619054845,1.4145675266,-85.4634901366,0.0002669991,0.0003840595,1,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/freiburg/freiburg_000000_000243_leftImg8bit.png,2,5.7859862274,-0.235451336,-828.2572507609,1.4447163862,2.2109870568,-351.3021669783,0.0057876009,-0.000819972,1,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/freiburg/freiburg_000000_000244_leftImg8bit.png,0,1.2149784565,-0.2183315158,-0.0613862574,0.2398596555,0.8559253216,0.1411672235,0,0,0,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/freiburg/freiburg_000000_000245_leftImg8bit.png,1,-0.9020875076,-1.3380223715,-0.9906628413,-0.0435222074,0.1503443618,-0.1067470048,0.9771170239,0.9100229299,1.1873974592,-0.8289360121,-0.1541870174,0.7991583553,-0.7477876678,0.0471574955,0.7391818313,-1.0102833543,0.0850570911,0.8790513443
CityScape_extra/leftImg8bit/train_extra/freiburg/freiburg_000000_000246_leftImg8bit.png,2,0.4194651024,-0.5819635937,246.5335655523,0.0298423116,0.4373153761,29.9776701641,-0.0003939007,-0.0007634013,1,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/freiburg/freiburg_000000_000247_leftImg8bit.png,2,-90.2930808081,-2.0045833333,13655.1433333345,-30.0622474748,-32.1693055556,5568.8766666671,-0.1319191919,0.0019444444,1,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/freiburg/freiburg_000000_000248_leftImg8bit.png,1,-1.1023850664,-1.1264151151,-1.0667299494,0.0904218883,0.2003124258,0.2590976092,0.9698487218,0.8879054517,1.0246442871,-0.8903649997,0.0349039127,0.6556590242,-0.7979112384,-0.3539953397,1.1289385843,-1.0766503992,-0.164007174,1.2984465985
CityScape_extra/leftImg8bit/train_extra/freiburg/freiburg_000000_000249_leftImg8bit.png,2,0.5148576177,-0.2704525618,137.4815795649,-0.070366925,0.8518832013,-0.4146059841,-0.0007364015,3.38325654272239E-05,1,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/freiburg/freiburg_000000_000250_leftImg8bit.png,2,3.1877142607,-0.5582596015,-331.2757348323,0.9652001424,1.2170018947,-204.5542959427,0.003842626,-0.0017464698,1,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/freiburg/freiburg_000000_000251_leftImg8bit.png,2,0.1777259175,-0.1694620144,139.9730854112,-0.4520654688,0.3045542082,217.8765893332,-0.0009310444,-0.0004935709,1,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/freiburg/freiburg_000000_000252_leftImg8bit.png,2,-10.7664151964,1.1587047983,1658.0574107817,-3.7663459402,-3.6024169296,1213.5429714235,-0.0153293187,0.0008621839,1,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/freiburg/freiburg_000000_000253_leftImg8bit.png,0,1.207456708,0.2054914832,-0.2024513632,-0.2052867413,1.2083387375,0.1356041133,0,0,0,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/freiburg/freiburg_000000_000254_leftImg8bit.png,2,5.1756308532,2.5842523745,-953.0710714107,1.2735524061,5.3959412479,-881.3235191377,0.0037618311,0.0066815543,1,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/freiburg/freiburg_000000_000255_leftImg8bit.png,2,0.9592910206,1.5448712835,-191.8855860797,0.0772947101,2.8165204168,-326.271466321,-0.0012377225,0.0041556564,1,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/freiburg/freiburg_000000_000256_leftImg8bit.png,2,3.2049473162,0.3847670563,-543.1870341574,1.4595219583,1.9525957603,-514.0507265805,0.0029793823,-0.0009104599,1,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/freiburg/freiburg_000000_000257_leftImg8bit.png,2,4.0958524625,-0.9284356879,-292.3530813946,1.764659375,1.3726275865,-465.2651552637,0.0045036953,-0.0017490566,1,0,0,0,0,0,0,0,0,0
CityScape_extra/leftImg8bit/train_extra/freiburg/freiburg_000000_000258_leftImg8bit.png,2,0.3867959464,-0.2952284161,117.1460472572,-0.147497932,0.3446517833,81.0046600554,-0.0004189962,-0.0011035364,1,0,0,0,0,0,0,0,0,0
